,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
2167,96192237,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300316936.0,0.0,1.0,999,10102000,ST,0
13658,80700301,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300296415.0,0.0,1.0,14,520100000,ST,0
17257,24429901,701256,,0,,,,F,,215,215.0,Z001,Y4,160.0,1448.0,100,E13,2100,,5300175985.0,0.0,1.0,35,100100000,ST,0
12179,24586800,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300249410.0,0.0,1.0,42,10403000,ST,0
6660,80651209,702590,,0,,,,F,,203,203.0,Z008,Y6,,,100,E11,2000,,5300185588.0,0.0,1.0,14,520100000,ST,0
8727,34677500,715408,,0,,,,F,,223,223.0,Z004,TB,,,1,,2100,,5300435497.0,0.0,1.0,56,010403000,ST,0
17028,689058,700185,,0,,,,F,,203,203.0,Z001,Y9,1030.0,11387.0,100,E15,3000,,5300050759.0,0.0,1.0,21,080600000,ST,0
17645,00100361,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300200636.0,0.0,1.0,21,70300000,ST,0
14280,00371188,700020,,0,,,,F,,208,208.0,Z011,X4,7590.0,1233.0,100,E20,2100,,5300148446.0,0.0,1.0,14,140300000,ST,0
17168,00190496,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,90.0,1251.0,100,,3000,3000.0,5300145829.0,0.0,1.0,21,070300000,ST,0
12227,37232103,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300293779.0,0.0,1.0,42,010102000,ST,0
4294,60106964,702590,,0,,,,F,,203,203.0,Z008,Y6,80.0,8593.0,100,E11,2100,,5300523384.0,0.0,1.0,14,520100000,ST,0
3242,00345205,711970,,0,,,,F,,215,215.0,Z001,Y4,,,1,E13,2000,,5300193655.0,0.0,1.0,84,080100000,ST,0
8203,23258500UB,2000,,0,,,,F,40.0,228,228.0,Z012,Z3,,,100,,3000,3000.0,5300231951.0,0.0,1.0,42,010401000,ST,0
11699,30101900UB,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300268628.0,0.0,1.0,999,10400000,ST,0
16565,00190299,709277,,0,,,,F,,203,203.0,Z001,Y2,,,1,E11,2100,,5300367686.0,0.0,1.0,21,110500000,ST,0
15146,60085033,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,1,,3000,3000.0,5300498185.0,0.0,1.0,84,80300000,ST,1
14379,28134602,2100,,0,,,,F,41.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300405487.0,0.0,1.0,42,010102000,ST,0
1804,00270395,707605,,0,,,,F,,215,215.0,Z001,V4,,,100,E98,2000,,5300503592.0,0.0,1.0,70,090300000,ST,0
14619,00400981,2000,,0,,,,F,72.0,211,211.0,Z012,Y4,,,1000,E12,3000,3000.0,5300217143.0,0.0,1.0,35,010100000,MM,0
16345,00401719,703555,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2100,,5300020387.0,0.0,40.0,84,140100000,ST,0
3997,60034930,707779,,0,,,,F,,279,279.0,Z001,Y4,,,100,E13,3000,,5300387056.0,0.0,1.0,42,131400000,ST,0
6307,00402033,701831,,0,,,,F,,206,206.0,Z002,Z7,1340.0,3849.0,100,,2000,,5300020974.0,0.0,1.0,28,020000000,ST,0
18346,00346641,708038,,0,,,,F,40.0,215,215.0,Z001,Y6,,,1,E11,2100,,5300138972.0,0.0,1.0,3,080100000,ST,0
10154,23472900UB,1000,,0,,,,F,,991,991.0,Z008,Z5,,,1,,2100,,5300030896.0,0.0,1.0,42,10401000,ST,0
5458,60007078,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300373661.0,0.0,1.0,70,00,ST,0
5996,37230601,708868,,0,,,,F,,215,215.0,Z001,Y4,40.0,412.0,100,E13,2000,,5300192317.0,0.0,1.0,56,100202000,ST,0
7803,37030300UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300292784.0,0.0,1.0,999,10403000,ST,0
13972,23871960,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300239008.0,0.0,1.0,999,550100000,ST,0
14495,00346087,705812,,0,,,,F,,215,215.0,Z001,Y4,,,1,E13,2000,,5300078981.0,0.0,1.0,120,080100000,ST,1
5363,24043401UB,2000,,0,,,,F,40.0,212,212.0,Z012,Z1,,,1,,3000,3000.0,5300241686.0,0.0,1.0,168,40100000,ST,0
17517,34768902,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,3000,,5300047799.0,0.0,1.0,3,010102000,ST,0
4881,00392357,708148,,0,,,,F,,206,206.0,Z001,Z1,,,1,,3000,,5300136765.0,0.0,1.0,180,520300000,ST,0
10935,28182705,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300198889.0,0.0,1.0,28,010304000,ST,0
13079,00385444,700056,,0,,,,F,,203,203.0,Z002,Z2,,,1,,2000,,5300069814.0,0.0,1.0,56,130000000,ST,0
4165,60096686,700230,,0,,,,F,30.0,219,219.0,Z001,Z1,2250.0,49365.0,1,,3000,,5300503742.0,3.0,1.0,70,100202000,ST,0
15868,489309,700185,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300049088.0,0.0,1.0,21,130000000,ST,0
3234,31241601,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300272017.0,0.0,1.0,42,70500000,ST,0
11766,21293400UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300137750.0,0.0,1.0,42,10401000,ST,0
10688,04003714,700535,,0,,,,F,,233,233.0,Z011,Z7,,,1000,,2100,,5300114759.0,0.0,1.0,28,110500000,ST,0
10249,21292003UB,2000,,0,,,,F,40.0,223,223.0,Z012,Y4,,,100,E12,3000,3000.0,5300227559.0,0.0,1.0,42,10102000,ST,0
8393,34991804,702225,,0,,,,F,,221,221.0,Z001,Z0,1120.0,67382.0,100,,2100,,5300158708.0,0.0,1.0,35,010102000,ST,0
1162,24428002UB,709154,,0,,,,F,,711,711.0,Z010,Y4,,,1,E13,2000,,5300172453.0,0.0,1.0,35,10102000,ST,1
5687,80700203,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300296412.0,0.0,1.0,999,520100000,ST,0
4291,60030631,708038,5500006741.0,10,14.0,14.0,84.0,F,,715,715.0,Z001,Y6,870.0,85346.0,1,E11,2000,,5300393882.0,0.0,1.0,84,80100000,ST,0
11127,04002124,1900,,0,,,,F,,219,219.0,Z001,Z1,,,100,,2100,,5300078283.0,0.0,1.0,5,080100000,M,0
1427,23658734,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2000,,5300039812.0,0.0,1.0,28,010102000,ST,0
4638,25021387UB,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,100,,3000,3000.0,5300257720.0,0.0,1.0,999,10102000,ST,0
5826,23595800,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300235414.0,0.0,1.0,42,70000000,ST,1
9892,95163060,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300308687.0,0.0,1.0,999,550100000,ST,0
16273,60036289,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E11,2100,,5300389324.0,0.0,1.0,49,10401000,ST,0
563,01247309,2000,,0,,,,F,40.0,216,216.0,Z012,Z1,,,100,,3000,3000.0,5300222717.0,0.0,1.0,999,010502000,ST,0
2485,00370614,701806,5500003968.0,10,4.0,4.0,60.0,F,,708,708.0,Z008,V5,56150.0,39877.0,100,E98,2100,,5300374713.0,0.0,2.0,4,140300000,ST,0
17414,00340677,701417,,0,,,,F,,215,215.0,Z001,Y4,260.0,15573.0,1,E13,3000,,5300010914.0,0.0,1.0,42,080600000,ST,1
5923,00360441,701806,5500000408.0,10,4.0,4.0,60.0,F,,708,708.0,Z011,V5,9760.0,5777.0,100,E98,2000,,5300174098.0,0.0,2.0,4,140100000,ST,0
4230,60018205,704735,,0,,,,F,,203,203.0,Z011,Y9,,,1,E11,2000,,5300368608.0,0.0,1.0,56,130500000,ST,0
2781,60075791,2000,,0,,,,F,40.0,998,998.0,Z012,Z1,,,100,,3000,3000.0,5300460521.0,0.0,1.0,999,00,ST,0
13003,00360658,700151,,0,,,,F,,233,233.0,Z011,Y5,380.0,11858.0,100,E15,2100,,5300076717.0,0.0,1.0,42,140100000,ST,0
15709,29243200UB,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E15,2100,,5300068420.0,0.0,1.0,49,10402000,ST,0
5343,34650700,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300282260.0,0.0,1.0,42,010402000,ST,0
6612,23107603,700722,,0,,,,F,,228,228.0,Z012,Y4,,,1,E12,3000,,5300356788.0,0.0,1.0,28,010301000,ST,0
12745,60092523,715646,,0,,,,F,,228,228.0,Z001,Z1,,,100,,2100,,5300520920.0,0.0,1.0,35,010100000,ST,0
10540,34995102,2000,,0,,,,F,40.0,203,203.0,Z012,Z1,,,100,,3000,3000.0,5300286736.0,0.0,1.0,999,010102000,ST,0
7820,60102043,700000,,0,,,,F,,232,232.0,Z001,Z1,,,100,,2100,,5300547147.0,0.0,1.0,999,010401000,ST,0
13599,31123802,2000,,0,,,,F,40.0,723,723.0,Z001,Z6,,,1,,3000,3000.0,5300271486.0,0.0,1.0,28,10102000,ST,0
6438,00345127,711970,,0,,,,F,,215,215.0,Z001,Y2,,,1,E13,2100,,5300193846.0,0.0,1.0,84,080100000,ST,0
5654,00341103,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,1,,3000,3000.0,5300210356.0,0.0,1.0,42,80400000,ST,0
8886,24619300UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300127146.0,0.0,1.0,42,10401000,ST,0
10597,00310628,700020,,0,,,,F,,708,708.0,Z011,X4,,,100,E20,2100,,5300003130.0,0.0,1.0,12,140200000,ST,0
1957,24876200,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300254651.0,0.0,1.0,42,10401000,ST,0
7534,60041379,2100,,0,,,,F,41.0,224,224.0,Z012,Z7,1150.0,701766.0,100,,3000,3000.0,5300408746.0,0.0,1.0,70,030202000,ST,0
12706,95130517,2000,,0,,,,F,40.0,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300305197.0,0.0,1.0,999,550100000,ST,0
101,23333700UB,2000,,0,,,,F,40.0,223,223.0,Z012,Y9,,,1,E13,3000,3000.0,5300233261.0,0.0,1.0,42,10402000,ST,0
18511,34160101,2000,,0,,,,F,40.0,723,723.0,Z001,Z6,30.0,357.0,1,,3000,3000.0,5300277255.0,0.0,1.0,28,010102000,ST,0
8654,60022312,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300420131.0,0.0,1.0,42,010102000,ST,0
14200,60091171,708008,,0,,,,F,,206,206.0,Z001,Z7,,,100,,2000,,5300477178.0,0.0,1.0,30,520200000,ST,0
15712,00390166,700536,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300009873.0,0.0,1.0,14,530200000,ST,1
15056,21296801UB,700000,,0,,,,F,,723,723.0,Z001,X3,,,1,E20,2000,,5300394107.0,0.0,1.0,42,10102000,ST,0
5605,22161700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300228848.0,0.0,1.0,10,550100000,ST,0
1323,34219613,2000,,0,,,,F,,223,223.0,Z012,Z1,300.0,9602.0,100,,3000,3000.0,5300277610.0,0.0,1.0,42,010102000,ST,0
5716,24570614,2000,,0,,,,F,40.0,252,252.0,Z012,Z6,,,1,,3000,3000.0,5300248910.0,0.0,1.0,999,00,ST,0
1527,34885800,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300285626.0,0.0,1.0,42,10403000,ST,0
11741,00130173,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,60.0,38151.0,1,E11,3000,3000.0,5300202790.0,0.0,1.0,84,070200000,ST,0
5787,95153182,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300307239.0,0.0,1.0,999,010102000,ST,0
11658,00111350,700000,,0,,,,F,,723,723.0,Z001,V3,2630.0,526.0,100,E19,2100,,5300173340.0,0.0,1.0,21,010502000,ST,0
4770,00280119,2000,,0,,,,F,40.0,703,703.0,Z012,Z1,,,1,,3000,3000.0,5300206564.0,0.0,1.0,84,70100000,ST,0
635,00290219,700538,,0,,,,F,,203,203.0,Z002,Y3,,,1,E11,2000,,5300015222.0,0.0,1.0,42,131100000,ST,0
817,95100112,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300302742.0,0.0,1.0,42,130401000,ST,0
18422,04003536,704798,,0,,,,F,,278,278.0,Z012,Y4,260.0,192248.0,1,E13,3000,,5300144018.0,0.0,1.0,21,080200000,ST,1
4985,00290398,700538,,0,,,,F,,203,203.0,Z001,Y2,380.0,8531.0,1,E11,2100,,5300097798.0,0.0,1.0,28,140100000,ST,0
8489,95173234UB,700000,,0,,,,F,,723,723.0,Z001,X3,,,1,E20,2000,,5300166733.0,0.0,1.0,35,10401000,ST,0
4740,00120665,706985,,0,,,,F,,208,208.0,Z001,Y9,,,1,E13,2700,,5300096563.0,0.0,1.0,42,070400000,ST,0
1705,00345310,711970,5500001944.0,20,14.0,14.0,84.0,F,,715,715.0,Z001,Y5,320.0,336848.0,1,E13,2000,,5300193680.0,0.0,1.0,84,80100000,ST,0
17346,00393840,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,1,,3000,3000.0,5300118840.0,0.0,1.0,180,520300000,ST,0
4081,00347800,708038,,0,,,,F,,215,215.0,Z001,Y6,,,1,E11,2000,,5300178955.0,0.0,1.0,84,080100000,ST,0
9723,60007899,706671,5500008105.0,10,14.0,14.0,56.0,F,,733,733.0,Z001,Y9,390.0,94483.0,100,E13,3000,,5300378174.0,0.0,1.0,56,60100000,ST,1
4281,00330146,700535,,0,,,,F,,233,233.0,Z011,Z7,,,1,,2100,,5300007526.0,0.0,1.0,35,110400000,ST,0
13354,9390-056,703564,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2100,,5300054390.0,0.0,40.0,112,140100000,ST,0
3617,24570810,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300248922.0,0.0,1.0,42,10402000,ST,0
1580,00390486,701979,,0,,,,F,,206,206.0,Z001,Z1,150.0,12877.0,1,,3000,,5300119809.0,0.0,1.0,120,520300000,ST,0
18057,04004804,1900,,0,,,,F,,206,206.0,Z001,Y4,,,1,E11,2000,,5300109484.0,0.0,1.0,5,LEEB,ST,0
9857,00130842,700699,,0,,,,F,,203,203.0,Z001,Y4,90.0,748737.0,1,E13,2000,,5300063958.0,0.0,1.0,140,070200000,ST,0
6299,60080211,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300462538.0,0.0,1.0,10,00,ST,0
11025,28041301UB,1000,,0,,,,F,,991,991.0,Z008,Z4,,,1,,2000,,5300034931.0,0.0,1.0,30,10102000,ST,0
2909,95194394,707482,,0,,,,F,,216,216.0,Z001,Z1,,,1,,2100,,5300194826.0,0.0,1.0,42,100202000,ST,1
13677,95174371,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,1,,3000,3000.0,5300310832.0,0.0,1.0,999,060100000,ST,0
6315,00422188,702501,,0,,,,F,,997,980.0,Z001,EX,,,1,,2100,,5300126368.0,0.0,1.0,14,550700000,ST,0
8675,36020676UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300289418.0,0.0,1.0,999,10100000,ST,0
5175,00280245,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,1,E11,3000,3000.0,5300206677.0,0.0,1.0,14,090100000,ST,0
14405,04003034,708105,,0,,,,F,,206,206.0,Z001,Z1,,,100,,2100,,5300133504.0,0.0,1.0,30,130000000,ST,0
11998,00270618,707144,,0,,,,F,,279,279.0,Z001,Y4,,,100,E11,3000,,5300404686.0,0.0,1.0,70,131400000,ST,0
6814,30020816,1900,,0,,,,F,,219,219.0,Z001,Z1,,,1,,2100,,5300109083.0,0.0,1.0,5,010102000,ST,0
11491,24623800,2100,,0,,,,F,41.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300198453.0,0.0,1.0,42,010403000,ST,0
4265,90230206,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,100,,3000,3000.0,5300300044.0,0.0,1.0,30,520200000,ST,0
12445,30020445,1900,,0,,,,F,,278,278.0,Z012,Y4,110.0,7955.0,1,E11,3000,,5300109747.0,0.0,1.0,19,140500000,ST,0
15613,00421758,2000,,0,,,,F,72.0,206,206.0,Z012,Z1,,,1,,3000,3000.0,5300218918.0,0.0,1.0,28,10103000,ST,0
12672,30065917,1900,,0,,,,F,,206,206.0,Z001,Y4,,,100,E11,2000,,5300083491.0,0.0,1.0,5,010201000,ST,0
10216,04003303,702779,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300107124.0,0.0,1.0,14,080100000,ST,0
11650,35100600UB,1000,,0,,,,F,,991,991.0,Z008,Z6,,,1,,2000,,5300071730.0,0.0,1.0,42,10401000,ST,0
9238,00341393,702686,,0,,,,F,,215,215.0,Z003,Y6,,,1,E13,2100,,5300091837.0,0.0,1.0,84,080100000,ST,0
123,25020942UB,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,1,,3000,3000.0,5300257249.0,0.0,1.0,999,10102000,ST,0
820,60007233,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300533631.0,0.0,1.0,42,10402000,ST,0
4771,24078800,704735,,0,,,,F,,203,203.0,Z011,Y9,,,1,E11,2100,,5300082720.0,3.0,1.0,56,130500000,ST,0
6891,60030615,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300406243.0,0.0,1.0,42,10401000,ST,0
7621,60037283,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300389901.0,0.0,1.0,29,10102000,ST,0
10522,34063519UB,2100,,0,,,,F,41.0,203,203.0,Z012,Z4,,,100,,3000,2000.0,5300199209.0,0.0,1.0,280,030100000,ST,0
11661,24099001,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300242381.0,0.0,1.0,42,30203000,ST,1
8229,31271800UB,700119,,0,,,,F,,228,228.0,Z001,Y2,,,1,E15,2000,,5300113234.0,0.0,1.0,42,10401000,ST,0
13830,00360301,701806,,0,,,,F,,208,208.0,Z010,X6,,,100,E99,2700,,5300406811.0,0.0,1.0,14,140100000,ST,0
16326,35190601UB,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2000,,5300109594.0,0.0,1.0,28,10102000,ST,0
10656,33783301,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E15,2100,,5300042485.0,0.0,1.0,28,060100000,ST,0
5341,95070072,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300301448.0,0.0,1.0,365,550100000,ST,0
4132,00330040,700535,5500002989.0,10,14.0,14.0,77.0,F,,733,733.0,Z011,Z3,130.0,148422.0,1,,3000,,5300006863.0,0.0,1.0,14,110400000,ST,0
2146,00380325,2000,,0,,,,F,40.0,203,203.0,Z012,Z2,200.0,548.0,1,,3000,3000.0,5300213630.0,0.0,1.0,14,120000000,ST,0
7713,00300313,703338,,0,,,,F,,219,219.0,Z001,Z1,,,1,,2000,,5300016824.0,0.0,15.0,14,130700000,ST,0
2813,00310669,700985,,0,,,,F,,203,203.0,Z005,Y2,,,1,E13,2000,,5300003312.0,0.0,1.0,42,140300000,ST,0
17658,00341417,702700,,0,,,,F,,996,996.0,Z001,Z1,,,1,,2000,,5300094674.0,0.0,1.0,112,080800000,ST,1
11775,60075728,708038,,0,,,,F,,215,215.0,Z001,Y6,50.0,56675.0,1,E11,3000,,5300459545.0,0.0,1.0,84,080100000,ST,0
6624,60061750,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300432472.0,0.0,1.0,70,010402000,ST,0
15858,23794300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300237975.0,0.0,1.0,10,550100000,ST,0
14664,01184500UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300221817.0,0.0,1.0,42,10401000,ST,0
13083,60064058,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300430544.0,0.0,1.0,42,10402000,ST,0
963,24550103,700000,,0,,,,F,,723,723.0,Z001,V3,,,1,E19,2100,,5300059400.0,0.0,1.0,28,010103000,ST,0
7451,24474401UB,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E13,2000,,5300162675.0,0.0,1.0,35,10103000,ST,0
15722,28153002UB,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2100,,5300095214.0,0.0,1.0,28,10102000,ST,0
6425,23326400UB,700000,,0,,,,F,,213,213.0,Z002,Z1,,,1,,2000,,5300355486.0,0.0,1.0,42,10402000,ST,0
10508,37024406,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300292735.0,0.0,1.0,999,10102000,ST,0
3265,24543201UB,702225,,0,,,,F,,221,221.0,Z001,Z7,,,100,,2000,,5300124854.0,0.0,1.0,28,10102000,ST,0
7506,00346158,701230,,0,,,,F,,707,707.0,Z001,Z2,,,1,,2000,,5300082020.0,0.0,1.0,28,560300000,ST,1
708,60036215,700535,,0,,,,F,,233,233.0,Z011,Z1,320.0,4116176.0,1,,2000,,5300387136.0,0.0,1.0,21,110400000,ST,0
17758,04006374,707779,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300138896.0,0.0,1.0,42,071000000,ST,0
17096,80800103,702590,,0,,,,F,,203,203.0,Z008,Y6,,,100,E11,2100,,5300097670.0,0.0,1.0,14,520100000,ST,0
15987,04002521,706897,,0,,,,F,,206,206.0,Z001,Z1,,,100,,2100,,5300118217.0,0.0,1.0,21,140100000,ST,0
11912,95163087,2100,,0,,,,F,41.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300200105.0,0.0,1.0,42,10402000,ST,0
13008,23799301UB,700000,,0,,,,F,,723,723.0,Z001,X3,,,1,E20,2000,,5300075827.0,0.0,1.0,21,10102000,ST,0
6181,34715200,715408,,0,,,,F,,223,223.0,Z004,TB,,,1,,2100,,5300436022.0,0.0,1.0,56,010401000,ST,0
927,23981200UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300068298.0,0.0,1.0,42,10401000,ST,0
6286,04001076,706814,,0,,,,F,,206,206.0,Z001,Z1,,,100,,2000,,5300105847.0,0.0,1.0,14,140200000,ST,1
11907,21315003UB,701318,,0,,,,F,,202,202.0,Z001,Z2,,,100,,2000,,5300167245.0,0.0,1.0,28,10102000,ST,0
3204,00393871,705680,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300119256.0,0.0,1.0,30,520000000,ST,0
3050,23282500UB,2000,,0,,,,F,40.0,213,213.0,Z012,Z4,,,1,,3000,3000.0,5300232350.0,0.0,1.0,35,10401000,ST,0
15465,23470204,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2100,,5300029854.0,0.0,1.0,28,010102000,ST,0
11232,25021249,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,100,,3000,3000.0,5300257575.0,0.0,1.0,999,10100000,ST,0
3525,31101300UB,700119,,0,,,,F,,228,228.0,Z001,Y2,,,1,E15,2000,,5300061309.0,0.0,1.0,42,10402000,ST,0
14593,24880400,2100,,0,,,,F,41.0,224,224.0,Z012,TB,,,1,,3000,3000.0,5300198541.0,0.0,1.0,42,10402000,ST,0
10598,60012425,700000,,0,,,,F,,723,723.0,Z001,V3,,,1,E19,2100,,5300360280.0,0.0,1.0,28,10102000,ST,0
12907,23240100UB,1000,,0,,,,F,,991,991.0,Z008,Z6,,,1,,2000,,5300042082.0,3.0,1.0,42,10401000,ST,0
12212,00385932,703001,,0,,,,F,,203,203.0,Z001,Y2,,,1,E11,2100,,5300134802.0,0.0,1.0,140,550100000,ST,0
14152,00330820,700535,,0,,,,F,,233,233.0,Z011,Z7,,,1,,2000,,5300092819.0,0.0,1.0,77,110400000,ST,0
10815,00190556,700666,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2000,,5300165286.0,0.0,1.0,42,110500000,ST,1
18391,00420272,702723,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300022599.0,0.0,1.0,14,010100000,ST,1
6504,24400502UB,701318,,0,,,,F,,202,202.0,Z001,Y3,,,1,E13,2100,,5300149924.0,0.0,1.0,28,10102000,ST,0
2516,00360686,706261,,0,,,,F,,272,272.0,Z012,Y4,500.0,3865.0,100,E13,3000,,5300120888.0,0.0,1.0,7,140100000,ST,0
6836,60070291,702225,,0,,,,F,,221,221.0,Z010,Z4,,,100,,2100,,5300535355.0,0.0,1.0,42,010102000,ST,0
9593,23094001,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300230639.0,0.0,1.0,999,010102000,ST,0
11282,31506600,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300272832.0,0.0,1.0,49,10401000,ST,0
16862,60019790,2000,,0,,,,F,40.0,211,211.0,Z012,Z1,10.0,3954.0,1,,3000,3000.0,5300373233.0,0.0,1.0,999,060100000,ST,0
16395,00310398,700015,,0,,,,F,,206,206.0,Z001,Z1,,,100,,2000,,5300001499.0,0.0,1.0,21,140700000,ST,0
12309,60007965,708868,,0,,,,F,,215,215.0,Z001,Y4,10.0,52.0,100,E13,2000,,5300367348.0,0.0,1.0,56,100202000,ST,0
15267,96192209,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300316911.0,0.0,1.0,999,10102000,ST,0
7473,24354604,2000,,0,,,,F,40.0,233,233.0,Z012,Y2,220.0,10938.0,100,E12,3000,3000.0,5300245258.0,0.0,1.0,42,060100000,ST,0
17421,60056989,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300424726.0,0.0,1.0,70,010403000,ST,0
3851,00347740,1900,,0,,,,F,,276,276.0,Z012,Z1,,,1,,3000,,5300186205.0,0.0,1.0,117,080100000,ST,0
4345,00240221,705490,4600012833.0,10,224.0,,,F,,208,208.0,Z011,Y2,1960.0,28278.0,100,E13,2100,,5300075777.0,0.0,1.0,14,90100000,ST,1
2498,95101013,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300063979.0,0.0,1.0,3,010103000,ST,0
8839,50253351,706822,,0,,,,F,,206,206.0,Z001,Z1,100.0,369.0,100,,2000,,5300103647.0,0.0,1.0,14,080600000,ST,0
9901,00131065,700699,,0,,,,F,,203,203.0,Z001,Z1,50.0,3844.0,1,,3000,,5300152961.0,0.0,1.0,35,070200000,ST,0
9790,00390188,2000,,0,,,,F,40.0,215,215.0,Z012,Y2,,,1,E13,3000,3000.0,5300215025.0,0.0,1.0,28,580600000,ST,0
