Index,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
576,24596806,2000,,0,,,,F,40.0,206,206,Z012,Z1,33900.0,856176.0,100,,3000,3000.0,5300183589,0,1,120,100200000,ST,
583,360645,701806,,0,,,,F,,208,208,Z011,V4,8340.0,1877.0,100,E98,3000,,5300173953,0,2,13,140100000,ST,
590,400428,700464,,0,,,,F,,206,206,Z001,Z1,,,1000,,2100,,5300018272,0,1,14,10301000,MM,
595,60054443,2100,,0,,,,F,41.0,215,215,Z001,Z3,23050.0,8059074.0,1,,2000,2000.0,5300497768,0,1,2,80400000,ST,
615,370027,700020,,0,,,,F,,208,208,Z011,X4,9930.0,616.0,100,E20,2000,,5300020219,0,1,12,140100000,ST,
650,384088,708008,,0,,,,F,,703,703,Z008,Y2,,,1000,E11,2000,,5300126891,0,1,14,120000000,MM,
651,401703,703555,,0,,,,F,,203,203,Z001,Z1,,,1,,2100,,5300020315,0,40,98,131000000,ST,
708,60036215,700535,,0,,,,F,,233,233,Z011,Z1,320.0,4116176.0,1,,2000,,5300387136,0,1,21,110400000,ST,
725,400123,700464,,0,,,,F,,206,206,Z001,Z1,,,1000,,2100,,5300016724,0,1,14,10201000,MM,
726,9001131,703564,,0,,,,F,,203,203,Z001,Z1,,,1,,2100,,5300053346,0,40,112,130700000,ST,
730,402009,703535,,0,,,,F,,203,203,Z002,Z2,,,1,,2000,,5300020907,0,40,49,131000000,ST,
745,400325,702533,,0,,,,F,,206,206,Z001,Z7,,,1000,,2100,,5300017566,0,1,14,10303000,MM,
753,60096740,2000,,0,,,,F,40.0,224,224,Z012,Z5,,,100,,3000,3000.0,5300500261,0,1,10,10102000,ST,
758,370142,700020,,0,,,,F,,208,208,Z011,X4,37010.0,39356.0,100,E20,2000,,5300001459,0,1,12,140100000,ST,
827,23464602,703558,,0,,,,F,,203,203,Z001,Z1,,,1,,2000,,5300028944,0,40,84,60100000,ST,
845,60095768,2000,,0,,,,F,40.0,224,224,Z012,Z5,,,100,,3000,3000.0,5300500192,0,1,10,0,ST,
878,30020645,700151,,0,,,,F,40.0,233,233,Z011,Y4,,,1000,E15,2100,,5300191359,0,1,3,60100000,ST,
911,95194054,714899,,0,,,,F,,213,213,Z008,Y6,11960.0,785155.0,1,E14,2000,,5300442627,0,1,56,10401000,ST,
919,60097885,2000,,0,,,,F,40.0,224,224,Z012,Z5,,,100,,3000,3000.0,5300502522,0,1,10,60000000,ST,
937,60015272,700230,5500002573.0,20,14.0,14.0,84.0,F,,715,715,Z001,Y5,19130.0,82607.0,100,E14,2000,,5300363604,0,1,14,100202000,ST,
945,370580,701806,5500000463.0,10,4.0,4.0,60.0,F,,708,708,Z011,V5,10580.0,16782.0,100,E98,2000,,5300174173,0,2,4,140100000,ST,
325,240245,704239,5500005435.0,10,60.0,60.0,183.0,F,,708,708,Z011,Y5,1260.0,464926.0,1,E13,2100,,5300143131,0,1,360,90200000,ST,1.0
515,346471,2000,,0,0.0,0.0,0.0,F,40.0,215,215,Z001,Y5,3190.0,22968141.0,1,E13,2100,3000.0,5300145913,0,1,2,80300000,ST,1.0
782,60109507,700535,5500007184.0,10,14.0,14.0,77.0,F,,733,733,Z011,Z1,40.0,91502.0,1,,2000,,5300526248,0,1,999,0,ST,1.0
1397,35150714,2100,,0,0.0,0.0,0.0,F,41.0,203,203,Z011,Y9,30040.0,21127222.0,1,E11,2000,2000.0,5300199900,0,2,3,30201000,ST,1.0
1606,111365,700368,4600012550.0,10,112.0,0.0,0.0,F,,203,203,Z010,Y9,3480.0,1625686.0,1,E11,2100,,5300173664,0,1,112,70600000,ST,1.0
4346,240221,705490,4600012833.0,10,224.0,0.0,0.0,F,,208,208,Z011,Y2,1960.0,28278.0,100,E13,2100,,5300075777,0,1,14,90100000,ST,1.0
4997,360790,700020,5500005883.0,10,56.0,56.0,70.0,F,,708,708,Z011,X4,17400.0,81555.0,100,E20,2000,,5300086721,0,1,56,140100000,ST,1.0
5497,34060806,710155,5500009106.0,10,28.0,28.0,28.0,F,,702,702,Z001,X1,1550.0,776113.0,1,,3000,,5300460749,3,1,28,40100000,ST,1.0
5962,341363,700808,4600012164.0,10,365.0,0.0,0.0,F,30.0,215,215,Z001,X1,5170.0,12440054.0,1,,2000,,5300113375,3,1,365,80800000,ST,1.0
7348,60079109,709890,4600012023.0,30,112.0,0.0,0.0,F,42.0,202,202,Z011,Y9,38260.0,2728778.0,100,E13,2100,,5300466908,0,1,3,50400000,ST,1.0
7762,380027,703001,,0,0.0,0.0,0.0,F,,203,203,Z005,Y2,150.0,29594602.0,1,E11,2100,,5300004574,0,1,340,130100000,ST,1.0
7778,60041175,701806,5500006147.0,10,140.0,140.0,168.0,F,,708,708,Z011,V5,2560.0,27343.0,100,E98,2100,,5300431438,0,2,140,60100000,ST,1.0
7864,34675300,715408,4600012159.0,10,56.0,0.0,0.0,F,,223,223,Z004,TB,90.0,3645055.0,1,,2000,,5300435053,0,1,56,10403000,ST,1.0
7878,60034077,718689,5500007914.0,10,14.0,14.0,77.0,F,20.0,233,233,Z008,Y9,880.0,3168001.0,1,E13,2000,,5300535530,0,1,77,110200000,ST,1.0
8170,330260,700574,5500002109.0,20,7.0,7.0,70.0,F,,733,733,Z011,Y9,160.0,2693768.0,1,E13,2000,,5300007981,0,1,7,110400000,ST,1.0
8956,170299,705427,,0,0.0,0.0,0.0,F,,216,216,Z001,Z1,17740.0,1953077.0,100,,2000,,5300190793,0,1,999,50200000,ST,1.0
9271,360363,700020,5500002081.0,10,4.0,4.0,60.0,F,,708,708,Z011,X6,814820.0,309958.0,100,E20,2100,,5300018970,0,1,4,140100000,ST,1.0
9395,250037,700623,,0,0.0,0.0,0.0,F,,203,203,Z002,Y4,1972500.0,32992.0,1000,E11,2100,,5300010503,0,1,14,130404000,MM,1.0
9632,60040124,709574,4600012513.0,10,112.0,0.0,0.0,F,,215,215,Z001,Z3,6310.0,11928214.0,1,,2000,,5300406806,0,1,112,80400000,ST,1.0
9837,60098837,700535,5500007182.0,10,14.0,14.0,28.0,F,,733,733,Z011,Z1,3110.0,4667969.0,1,,2100,,5300504682,0,1,14,110400000,ST,1.0
10165,402238,702533,,0,0.0,0.0,0.0,F,,206,206,Z001,Z7,9751993.0,30272.0,1000,,2000,,5300161690,0,1,30,10301000,MM,1.0
10740,60034855,700585,4600010039.0,10,28.0,0.0,0.0,F,,232,232,Z001,Y2,17020.0,4578379.0,1,E14,2000,,5300387282,0,1,28,30201000,ST,1.0
11009,131132,706085,5500005495.0,10,28.0,28.0,56.0,F,,203,203,Z011,Y5,1060.0,2106276.0,1,E12,3000,,5300147105,0,1,28,70200000,ST,1.0
11779,260589,709310,5500005287.0,10,21.0,21.0,21.0,F,,708,708,Z011,Y2,670.0,26423.0,1,E13,2100,,5300432123,0,1,14,90300000,ST,1.0
11910,180108,704035,4600012853.0,10,28.0,0.0,0.0,F,,215,215,Z001,Y4,0.0,0.0,1000,E13,2100,,5300095034,0,1,28,100300000,MM,1.0
12774,346731,2100,,0,0.0,0.0,0.0,F,41.0,215,215,Z011,Z5,38840.0,31087536.0,1,,2000,3000.0,5300197025,0,1,3,80800000,ST,1.0
13021,4008558,707144,,0,0.0,0.0,0.0,F,,279,279,Z001,Y4,389410.0,1624282.0,100,E11,3000,,5300193197,0,1,70,131400000,ST,1.0
13336,60033530,707032,5500006182.0,10,30.0,30.0,180.0,F,,708,708,Z011,Y5,900.0,809958.0,1,E11,2100,,5300390273,0,1,14,90200000,ST,1.0
13628,310658,702324,4600012339.0,10,315.0,0.0,0.0,F,,208,208,Z008,Y9,5010.0,612737.0,1,E14,3000,,5300361826,0,1,14,90300000,ST,1.0
14203,180107,704035,4600012744.0,10,28.0,0.0,0.0,F,,215,215,Z001,Y9,500000.0,110584.0,1000,E13,2000,,5300095035,0,1,28,100300000,MM,1.0
14233,60096140,716048,4600012621.0,10,28.0,0.0,0.0,F,,232,232,Z001,Z1,0.0,0.0,1,,2100,,5300500818,0,1,999,10401000,ST,1.0
14489,60030740,700623,,0,0.0,0.0,0.0,F,,203,203,Z001,Y4,743300.0,20998.0,1000,E11,2000,,5300390781,0,1,30,130404000,MM,1.0
14825,23112200,715408,4600012826.0,10,56.0,0.0,0.0,F,30.0,223,223,Z013,TB,320.0,2536283.0,1,,2000,,5300544749,3,1,56,10403000,ST,1.0
15964,4004921,706854,,0,0.0,0.0,0.0,F,,206,206,Z001,Z7,3983000.0,12627.0,1000,,2000,,5300107970,0,1,42,100300000,MM,1.0
17098,311069,701306,4600011944.0,10,28.0,0.0,0.0,F,,202,202,Z001,Y9,119470.0,37072879.0,1,E13,3000,,5300005368,3,1,182,30202000,ST,1.0
17432,350061,700020,5500001535.0,10,4.0,4.0,60.0,F,,708,708,Z011,X6,635410.0,385229.0,1000,E20,2000,,5300014896,0,1,4,140200000,ST,1.0
18238,23011001,700230,5500001857.0,20,14.0,14.0,84.0,F,,715,715,Z001,Y5,217470.0,478433.0,100,E14,3000,,5300038446,0,1,14,100202000,ST,1.0
