,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
9275,28197600,2100,,0,,,,F,41.0,224,224.0,Z012,EX,50.0,3269.0,1,,3000,3000.0,5300405546.0,0.0,1.0,28,010401000,ST,0
8537,00386180,708008,,0,,,,F,,998,998.0,Z001,Z1,,,100,,2100,,5300183791.0,0.0,1.0,14,120000000,ST,0
794,60100168,700813,,0,,,,F,,232,232.0,Z001,Z1,,,1,,2000,,5300551337.0,0.0,1.0,999,110400000,ST,0
5853,00260276,700985,5500007106.0,10,7.0,7.0,56.0,F,,703,703.0,Z005,Y2,2100.0,3622.0,100,E13,2000,,5300108957.0,0.0,1.0,42,90300000,ST,0
7618,36021091,706883,,0,,,,F,,272,272.0,Z012,Z1,,,100,,3000,,5300355030.0,0.0,1.0,35,010102000,ST,0
1593,80441407,702590,,0,,,,F,,203,203.0,Z008,Y6,,,100,E11,2100,,5300151029.0,0.0,1.0,14,520100000,ST,0
7417,60059906,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300429229.0,0.0,1.0,70,010100000,ST,0
5266,00370816,701806,,0,,,,F,,272,272.0,Z012,Y4,1280.0,2022.0,100,E13,3000,,5300184622.0,0.0,1.0,7,140300000,ST,0
7146,00386151,708008,,0,,,,F,,998,998.0,Z001,Z1,,,100,,2000,,5300186602.0,0.0,1.0,14,120000000,ST,0
88,04002569,706837,,0,,,,F,,206,206.0,Z001,Z7,,,100,,2000,,5300106640.0,0.0,1.0,14,070600000,ST,1
8694,31070135,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2100,,5300061922.0,0.0,1.0,28,010103000,ST,0
9731,21281001,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300227375.0,0.0,1.0,42,010102000,ST,0
9445,23450402UB,700000,,0,,,,F,,723,723.0,Z001,V3,950.0,38855.0,100,E19,2100,,5300195928.0,0.0,1.0,28,010102000,ST,0
6753,21261919,702225,,0,,,,F,,221,221.0,Z001,Z7,,,100,,2100,,5300036555.0,0.0,1.0,28,010102000,ST,0
3501,00110780,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,1,E13,3000,3000.0,5300201482.0,0.0,1.0,28,80900000,ST,0
2233,37020803,2000,,0,,,,F,40.0,233,233.0,Z012,Z1,200.0,7886.0,100,,3000,3000.0,5300292673.0,0.0,1.0,56,060100000,ST,0
2802,04000343,707779,,0,,,,F,,279,279.0,Z001,Y4,510.0,5789.0,100,E13,3000,,5300124375.0,0.0,1.0,42,131400000,ST,0
4423,30133208,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300269634.0,0.0,1.0,999,010102000,ST,0
5662,60096523,700020,,0,,,,F,,208,208.0,Z001,Z1,1140.0,7615.0,100,,2000,,5300545261.0,0.0,1.0,30,530000000,ST,0
7169,60128573,708008,,0,,,,F,,703,703.0,Z001,Y6,,,100,E11,2100,,5300545467.0,0.0,1.0,14,00,ST,0
8336,23905401UB,700000,,0,,,,F,,223,223.0,Z001,V3,,,1,E19,2100,,5300158797.0,0.0,1.0,35,10102000,ST,0
2147,00371221,700020,,0,,,,F,,208,208.0,Z011,X4,220.0,4004.0,100,E20,2000,,5300156230.0,0.0,1.0,28,140200000,ST,0
7968,00190042,701806,,0,,,,F,,208,208.0,Z011,V4,490.0,1309.0,100,E98,3000,,5300406823.0,0.0,2.0,14,140700000,ST,0
6550,34661009,2100,,0,,,,F,41.0,221,221.0,Z001,Z7,,,1,,2000,2000.0,5300199649.0,0.0,2.0,3,010102000,ST,0
7642,04105122,1900,,0,,,,F,,272,272.0,Z012,Y4,60.0,16068.0,100,E11,3000,,5300142289.0,0.0,1.0,33,090300000,ST,0
6163,23871940,705086,,0,,,,F,,708,708.0,Z010,Y2,10.0,386.0,100,E12,2000,,5300171378.0,0.0,1.0,42,550100000,ST,0
1494,00385762,700783,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2000,,5300111861.0,0.0,1.0,21,120000000,ST,0
7695,80360308,702590,,0,,,,F,,203,203.0,Z008,Y6,,,100,E11,2100,,5300172877.0,0.0,1.0,14,520100000,ST,0
7093,00180055,702027,,0,,,,F,,708,708.0,Z001,Z1,,,1,,2100,,5300017634.0,0.0,1.0,21,100300000,ST,1
1408,60008996,701318,,0,,,,F,,228,228.0,Z010,Y3,100.0,618.0,100,E13,2100,,5300359225.0,0.0,1.0,28,010102000,ST,0
6690,04002664,708105,,0,,,,F,,206,206.0,Z001,Z7,,,100,,2000,,5300135012.0,0.0,1.0,28,130000000,ST,1
3400,60042622,1900,,0,,,,F,,272,272.0,Z012,Z7,80.0,143123.0,1,,3000,,5300407541.0,0.0,1.0,70,00,ST,0
108,33612302,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E15,2100,,5300115473.0,0.0,1.0,42,060100000,ST,0
5635,04001852,715932,,0,,,,F,,272,272.0,Z012,Y4,4160.0,3301.0,100,E11,3000,,5300460404.0,0.0,1.0,56,140600000,ST,0
8481,00371284,701806,,0,,,,F,,208,208.0,Z011,V4,,,100,E98,2100,,5300372859.0,0.0,2.0,35,140100000,ST,0
6603,34661008,2100,,0,,,,F,41.0,221,221.0,Z001,Z6,,,1,,2000,2000.0,5300199648.0,0.0,1.0,3,010102000,ST,0
1090,60030394,2100,,0,,,,F,41.0,215,215.0,Z001,Z5,,,1,,2000,2000.0,5300504185.0,0.0,1.0,3,080300000,ST,0
5559,36047800,704955,,0,,,,F,,998,998.0,Z001,Z1,,,1,,2100,,5300145559.0,0.0,1.0,999,010401000,ST,0
9411,00380389,701094,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2000,,5300006774.0,0.0,1.0,21,130200000,ST,1
8142,96164066,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,100.0,14534.0,100,,3000,3000.0,5300316408.0,0.0,1.0,42,010102000,ST,0
8663,00301004,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,80.0,708.0,100,,3000,3000.0,5300128993.0,0.0,1.0,14,140100000,ST,0
6595,24721806,2000,,0,,,,F,40.0,213,213.0,Z012,Y2,,,1,E12,3000,3000.0,5300252194.0,0.0,1.0,999,10102000,ST,0
623,34182504,700151,,0,,,,F,,233,233.0,Z011,Y4,190.0,2033.0,1,E13,3000,,5300047730.0,0.0,1.0,28,060100000,ST,0
6870,60051543,2100,,0,,,,F,41.0,232,232.0,Z001,Y2,2720.0,153537.0,1,E12,3000,3000.0,5300538996.0,0.0,1.0,21,550100000,ST,0
4813,34805400UB,702225,,0,,,,F,,213,213.0,Z008,Z3,,,1,,2000,,5300162754.0,0.0,1.0,56,10405000,ST,0
6552,28220606,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300264228.0,0.0,1.0,999,010102000,ST,0
7529,60043172,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300459461.0,0.0,1.0,42,010102000,ST,0
5795,25010145,1900,,0,,,,F,,272,272.0,Z012,Y4,40.0,27122.0,1,E11,3000,,5300086078.0,0.0,1.0,70,550100000,ST,0
7436,00341302,701230,,0,,,,F,,707,707.0,Z001,Z2,20.0,3875.0,1,,3000,,5300088891.0,0.0,1.0,30,080600000,ST,0
4217,60025199,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300377097.0,0.0,1.0,29,00,ST,0
5940,00350815,706261,,0,,,,F,,264,264.0,Z010,Y4,,,100,E11,2000,,5300185338.0,0.0,1.0,21,140200000,ST,0
8500,30020353,701098,,0,,,,F,,279,279.0,Z001,Y4,80.0,552.0,100,E15,3000,,5300099847.0,0.0,1.0,35,010102000,ST,0
6428,60039315,700151,,0,,,,F,,233,233.0,Z011,Y4,,,100,E13,2000,,5300393599.0,0.0,1.0,56,060100000,ST,0
6826,82015003,2000,,0,,,,F,40.0,211,211.0,Z012,Z1,40.0,9726.0,1,,3000,3000.0,5300298614.0,0.0,1.0,42,130600000,ST,0
4130,60045510,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300410251.0,0.0,1.0,70,010401000,ST,0
7801,04004634,1900,,0,,,,F,,219,219.0,Z001,Z1,,,1000,,2100,,5300117430.0,0.0,1.0,5,999999999,ST,0
7753,60016615,701098,,0,,,,F,,279,279.0,Z001,Y4,100.0,343.0,100,E15,3000,,5300368455.0,0.0,1.0,35,010102000,ST,0
4721,00370322,700020,,0,,,,F,,208,208.0,Z011,X4,4360.0,649.0,100,E20,2000,,5300003058.0,0.0,1.0,12,140100000,ST,0
1650,00380970,708008,,0,,,,F,,703,703.0,Z008,Y2,,,100,E11,2000,,5300127214.0,0.0,1.0,14,120000000,ST,0
4140,95195552,708868,,0,,,,F,,215,215.0,Z001,Z1,470.0,8293.0,100,,2000,,5300385916.0,0.0,1.0,64,100202000,ST,0
1617,00360834,701806,,0,,,,F,,208,208.0,Z011,V5,190.0,71.0,100,E98,2000,,5300382884.0,0.0,2.0,14,140100000,ST,0
2029,34449804,700667,,0,,,,F,,203,203.0,Z010,Y5,850.0,3842805.0,1,E13,2100,,5300071723.0,3.0,1.0,210,070800000,ST,0
8517,60117874,2000,,0,,,,F,40.0,217,217.0,Z012,Z1,40.0,12948.0,1,,3000,3000.0,5300534303.0,0.0,1.0,84,080100000,ST,0
4575,24017303,702225,,0,,,,F,,221,221.0,Z001,Z0,63800.0,331661.0,100,,2000,,5300058494.0,0.0,1.0,28,140300000,ST,0
3992,60109888,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300530106.0,0.0,1.0,10,0,ST,0
7376,00240196,700985,4600012559.0,10,70.0,,,F,,708,708.0,Z011,Y9,200.0,8214.0,1,E13,3000,,5300057800.0,0.0,1.0,70,90100000,ST,0
6149,95173591,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300310188.0,0.0,1.0,999,10103000,ST,0
4908,60025746,702686,,0,,,,F,40.0,215,215.0,Z003,Y6,,,1,E13,2100,,5300409505.0,0.0,1.0,84,080100000,ST,0
5026,60069186,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300443074.0,0.0,1.0,70,0,ST,0
8260,00346673,711970,,0,,,,F,40.0,215,215.0,Z001,Y2,,,1,E13,2100,,5300193996.0,0.0,1.0,3,080300000,ST,0
4731,23282700,2100,,0,,,,F,41.0,203,203.0,Z001,Y3,10.0,601.0,1,E11,2000,2000.0,5300197586.0,0.0,1.0,3,070200000,ST,0
7548,00394014,709737,,0,,,,F,,206,206.0,Z001,Z7,,,1,,2100,,5300166366.0,0.0,1.0,30,530000000,L,1
8134,80621802,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300295758.0,0.0,1.0,14,520100000,ST,0
1606,23224800,702225,,0,,,,F,,221,221.0,Z001,Z0,,,100,,2000,,5300121308.0,0.0,1.0,42,010401000,ST,0
4773,24737412UB,704926,,0,,,,F,,723,723.0,Z001,Z2,100.0,399.0,100,,2100,,5300190126.0,0.0,1.0,28,010102000,ST,0
8109,60038074,701806,,0,,,,F,,272,272.0,Z012,Z7,840.0,1876.0,100,,3000,,5300394617.0,0.0,1.0,7,140100000,ST,0
6951,00440267,703255,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300033642.0,0.0,1.0,35,130200000,ST,0
6004,24410701,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300246511.0,0.0,1.0,42,010102000,ST,0
7728,24810307,2000,,0,,,,F,40.0,223,223.0,Z012,Y3,,,1,E11,3000,3000.0,5300254351.0,0.0,1.0,999,10102000,ST,0
3541,60034351,702225,,0,,,,F,,213,213.0,Z008,Z2,,,1,,2100,,5300387691.0,0.0,1.0,56,10401000,ST,0
388,00310332,702860,,0,,,,F,,203,203.0,Z012,Y4,170.0,49555.0,1,E11,3000,,5300001153.0,0.0,1.0,21,010301000,ST,0
1794,60031772,704926,,0,,,,F,30.0,223,223.0,Z001,Z3,,,1,,2000,,5300404743.0,3.0,1.0,56,10403000,ST,0
8731,04100232,706808,,0,,,,F,,707,707.0,Z001,Z2,,,100,,2100,,5300104115.0,0.0,1.0,14,140700000,ST,1
4919,34758400,2000,,0,,,,F,40.0,266,998.0,Z004,EX,,,1,,2700,3000.0,5300284145.0,0.0,,5,10401000,ST,1
5537,35030853,701098,,0,,,,F,,279,279.0,Z001,Y4,50.0,19934.0,1,E15,3000,,5300102805.0,0.0,1.0,35,010102000,ST,0
3872,24554510UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300169890.0,0.0,1.0,42,10303000,ST,0
8868,23789200,705086,,0,,,,F,,708,708.0,Z010,Y2,,,1,E12,2000,,5300096661.0,0.0,1.0,42,070300000,ST,0
2254,60059777,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300430393.0,0.0,1.0,70,10401000,ST,0
3412,60010568,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300420287.0,0.0,1.0,28,010102000,ST,0
5459,23252820,2100,,0,,,,F,41.0,215,215.0,Z011,Z9,10.0,536.0,1,,2000,2000.0,5300197454.0,0.0,1.0,3,100400000,ST,0
4955,23485800,700000,,0,,,,F,,723,723.0,Z001,X3,10.0,22704.0,1,E20,3000,,5300057725.0,0.0,1.0,42,010401000,ST,0
7396,00394173,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,1,,3000,3000.0,5300216288.0,0.0,1.0,30,530104000,PAK,1
5414,30020702,701098,,0,,,,F,,279,279.0,Z001,Y4,140.0,5637.0,1,E15,3000,,5300100855.0,0.0,1.0,35,010102000,ST,0
7399,28012200UB,2000,,0,,,,F,40.0,228,228.0,Z012,Z3,,,1,,3000,3000.0,5300261397.0,0.0,1.0,42,10401000,ST,0
7414,35153603UB,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E14,3000,3000.0,5300287851.0,0.0,1.0,196,030100000,ST,0
9100,00346939,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,2100.0,5300192094.0,0.0,1.0,3,080100000,ST,0
4851,00120679,706985,,0,,,,F,,208,208.0,Z001,Y9,20.0,290.0,1,E12,2700,,5300359424.0,0.0,1.0,42,070400000,ST,0
2025,00420078,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,1,,3000,3000.0,5300217762.0,0.0,1.0,21,10101000,ST,0
2615,00385477,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,100,,3000,3000.0,5300214479.0,0.0,1.0,35,120000000,ST,0
7388,00370413,701806,,0,,,,F,,208,208.0,Z011,V4,,,1,E98,2000,,5300386973.0,0.0,2.0,14,140100000,ST,0
2926,30133105,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300269625.0,0.0,1.0,999,0,ST,0
1121,21273012,715408,,0,,,,F,,223,223.0,Z004,TB,40.0,324742.0,1,,2000,,5300436399.0,0.0,1.0,56,010305000,ST,0
2910,34689100,715408,4600012547.0,10,56.0,,,F,40.0,223,223.0,Z004,TB,,,1,,3000,,5300436331.0,0.0,1.0,56,10403000,ST,0
8146,60057995,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300498601.0,0.0,1.0,70,010102000,ST,0
7383,35150710,709641,,0,,,,F,,215,215.0,Z001,Y4,,,100,E13,2100,,5300168433.0,0.0,1.0,49,100100000,ST,1
3482,04104023,701112,,0,,,,F,,272,272.0,Z012,Z1,10.0,26638.0,1,,3000,,5300125198.0,0.0,1.0,14,140100000,ST,0
795,04007041,706899,,0,,,,F,,998,998.0,Z001,Z1,,,1,,2100,,5300156344.0,0.0,1.0,28,070000000,ST,1
1575,34337600,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300278688.0,0.0,1.0,42,010401000,ST,0
6176,00360689,706261,,0,,,,F,,264,264.0,Z010,Y4,,,100,E11,2100,,5300185295.0,0.0,1.0,21,140100000,ST,0
6266,27030900,706325,,0,,,,F,,223,223.0,Z001,Z1,,,1,,2100,,5300087668.0,0.0,1.0,42,010401000,ST,0
2458,33010106,706671,,0,,,,F,,233,233.0,Z001,Y4,,,1,E13,2700,,5300369569.0,0.0,1.0,42,010301000,ST,0
3312,60097685,704926,,0,,,,F,,223,223.0,Z008,Z1,,,1,,2000,,5300501010.0,0.0,1.0,56,10401000,ST,0
1253,30134001,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300269651.0,0.0,1.0,999,10102000,ST,0
6834,60050895,710178,,0,,,,F,,714,714.0,Z001,Y5,,,1,E13,2000,,5300418493.0,0.0,1.0,56,070200000,ST,1
8794,23695003,2100,,0,,,,F,41.0,224,224.0,Z012,Z7,200.0,2027.0,100,,3000,3000.0,5300197976.0,0.0,1.0,28,010102000,ST,0
3837,00131169,703334,,0,,,,F,,203,203.0,Z010,Y5,620.0,2881912.0,1,E14,2000,,5300171039.0,0.0,1.0,210,070200000,ST,0
4398,60017943,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300374002.0,0.0,1.0,29,00,ST,0
3595,60096731,700230,,0,,,,F,30.0,219,219.0,Z001,Z1,1660.0,277386.0,1,,2000,,5300502961.0,3.0,1.0,70,100202000,ST,0
6621,00110117,701004,,0,,,,F,,203,203.0,Z002,Z2,,,1,,2000,,5300094127.0,0.0,1.0,63,070600000,ST,1
8382,60077677,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300462342.0,0.0,1.0,20,010102000,ST,0
2124,24214201,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300066143.0,0.0,1.0,3,010304000,ST,0
3238,00100504,700222,,0,,,,F,,208,208.0,Z011,Y9,,,100,E11,2100,,5300085654.0,0.0,1.0,21,070300000,ST,0
5403,00330377,700813,,0,,,,F,,233,233.0,Z011,V9,120.0,74707.0,1,E21,3000,,5300448993.0,0.0,1.0,112,110400000,ST,0
5998,00180048,701256,,0,,,,F,,215,215.0,Z002,Y3,,,1000,E13,2000,,5300017606.0,0.0,1.0,42,100300000,MM,0
5938,60036544,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300388946.0,0.0,1.0,70,010401000,ST,0
2045,60046762,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,1,,3000,3000.0,5300416011.0,0.0,1.0,84,80100000,ST,0
1578,28142601,701528,,0,,,,F,,233,233.0,Z011,Y4,100.0,1872.0,1,E14,2000,,5300092807.0,0.0,1.0,84,060100000,ST,0
14,00341371,706186,,0,,,,F,,215,215.0,Z001,Z7,,,100,,2000,,5300092875.0,0.0,1.0,28,080600000,ST,1
2673,24018939,711636,,0,,,,F,,211,211.0,Z001,Z1,,,1,,2100,,5300187765.0,0.0,1.0,42,010502000,ST,0
7016,24952420,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300354014.0,0.0,1.0,999,10102000,ST,0
8720,28111106,2100,,0,,,,F,41.0,221,221.0,Z001,Z7,,,1,,2000,3000.0,5300198783.0,0.0,2.0,3,010502000,ST,0
8849,23876322,700000,,0,,,,F,,223,223.0,Z001,V3,,,100,E19,2100,,5300173291.0,0.0,1.0,999,010102000,ST,0
4812,60070155,700000,,0,,,,F,,728,728.0,Z010,Y3,,,100,E11,2000,,5300448148.0,0.0,1.0,42,10102000,ST,0
1084,60033495,2000,,0,,,,F,40.0,224,224.0,Z012,Z1,,,1,,3000,3000.0,5300384453.0,0.0,1.0,999,00,ST,0
4983,24727801,2000,,0,,,,F,40.0,224,224.0,Z012,Y9,,,1,E12,3000,3000.0,5300252332.0,0.0,1.0,42,10102000,ST,0
7155,95090447,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2000,,5300045507.0,0.0,1.0,42,010401000,ST,0
2884,24635100UB,2000,,0,,,,F,40.0,213,213.0,Z012,TB,,,1,,3000,3000.0,5300250577.0,0.0,1.0,42,10401000,ST,0
333,04001614,707779,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2100,,5300124136.0,0.0,1.0,21,140400000,ST,0
7204,00210452,703003,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300003897.0,0.0,1.0,28,130404000,ST,1
4367,60058803,702225,,0,,,,F,,232,232.0,Z008,Z2,,,1,,2100,,5300459198.0,0.0,1.0,56,10401000,ST,0
3079,00385608,708008,,0,,,,F,,703,703.0,Z008,Y2,,,1,E11,2100,,5300126929.0,0.0,1.0,14,120000000,ST,0
7203,21301100UB,704926,,0,,,,F,30.0,223,223.0,Z008,Z3,,,1,,2000,,5300140134.0,3.0,1.0,42,10403000,ST,0
9909,60035372,701710,5500008615.0,10,14.0,14.0,70.0,F,,731,731.0,Z008,Y5,3610.0,101080.0,1,E14,2000,,5300416306.0,3.0,1.0,14,550100000,ST,1
8864,00100871,706611,,0,,,,F,,708,708.0,Z011,Y6,230.0,8257.0,100,E14,2100,,5300151771.0,0.0,1.0,42,070300000,ST,0
263,60073392,2000,,0,,,,F,40.0,231,231.0,Z001,Z1,120.0,4787.0,100,,2100,3000.0,5300453098.0,0.0,1.0,2,100202000,ST,1
4337,23020800UB,2000,,0,,,,F,40.0,223,223.0,Z012,TB,,,1,,3000,3000.0,5300229072.0,0.0,1.0,999,10403000,ST,0
8895,23315037,702225,,0,,,,F,,221,221.0,Z001,Z7,,,100,,2000,,5300025777.0,0.0,1.0,28,010102000,ST,0
8447,36980129,700222,,0,,,,F,,272,272.0,Z012,Y5,20.0,1554.0,1,E11,3000,,5300141525.0,0.0,1.0,14,070400000,ST,0
5903,00130419,700699,,0,,,,F,,203,203.0,Z001,Y9,,,1,E13,2100,,5300065393.0,0.0,1.0,140,070200000,ST,0
1498,34830902UB,700000,,0,,,,F,,228,228.0,Z010,Y3,,,1,E13,2100,,5300152608.0,0.0,1.0,28,10102000,ST,0
4190,00150145,700585,,0,,,,F,,203,203.0,Z010,Y5,,,1,E14,2000,,5300082747.0,0.0,1.0,35,130401000,ST,0
7485,60119712,708008,,0,,,,F,,206,206.0,Z001,Z7,1000.0,7877.0,100,,2000,,5300543621.0,0.0,1.0,30,520200000,ST,0
9643,80440511,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300295382.0,0.0,1.0,999,520100000,ST,0
8310,04002316,702259,,0,,,,F,,272,272.0,Z012,Y4,,,1,E11,3000,,5300106493.0,0.0,1.0,63,090300000,ST,0
7590,01565414,2000,,0,,,,F,40.0,706,706.0,,EX,,,100,,2100,2100.0,5300223727.0,0.0,2.0,3,550100000,ST,0
500,24018947,711636,,0,,,,F,,211,211.0,Z001,Z1,,,1,,2100,,5300187770.0,0.0,1.0,56,010502000,ST,0
9155,00360555,700020,5500003321.0,10,4.0,4.0,60.0,F,,708,708.0,Z011,X4,2000.0,23133.0,100,E20,3000,,5300136237.0,0.0,1.0,4,140100000,ST,0
9414,36065928,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300291499.0,0.0,1.0,999,10102000,ST,0
3095,95184319,700151,,0,,,,F,,233,233.0,Z011,Y4,220.0,2072.0,100,E15,2100,,5300369230.0,0.0,1.0,42,010301000,ST,0
4631,60035398,706671,,0,,,,F,,219,219.0,Z001,Z1,20.0,542.0,1,,2000,,5300408104.0,0.0,1.0,70,060000000,ST,0
367,95154213,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300308030.0,0.0,1.0,999,550100000,ST,0
4058,00421247,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300218643.0,0.0,1.0,28,10103000,ST,0
8174,23849805UB,700000,,0,,,,F,,723,723.0,Z001,X3,,,100,E20,2000,,5300153703.0,0.0,1.0,35,010201000,ST,0
4630,34944001UB,700000,,0,,,,F,,723,723.0,Z001,V3,,,100,E19,2100,,5300075836.0,0.0,1.0,42,10102000,ST,0
6070,24752402UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300253402.0,0.0,1.0,999,10102000,ST,0
2664,60062991,715646,,0,,,,F,,728,728.0,Z010,Y3,,,100,E11,2000,,5300470210.0,0.0,1.0,28,10102000,ST,0
1026,00340795,700303,,0,,,,F,,215,215.0,Z001,Z1,,,1,,2100,,5300011477.0,0.0,1.0,7,080100000,ST,0
5908,04002366,701806,,0,,,,F,,206,206.0,Z001,Z1,,,100,,2100,,5300173872.0,0.0,1.0,14,140400000,ST,0
5050,23661507,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300236089.0,0.0,1.0,25,10301000,ST,0
6328,04000020,701870,,0,,,,F,,215,215.0,Z001,Y3,,,1,E11,2100,,5300105460.0,0.0,1.0,42,080400000,ST,1
9733,60105069,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,310.0,119474.0,1,,3000,3000.0,5300529810.0,0.0,1.0,10,00,ST,0
1691,00381151,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300214120.0,0.0,1.0,14,120000000,ST,0
673,00120777,706985,,0,,,,F,,708,708.0,Z010,Y4,,,1,E13,2000,,5300359464.0,0.0,1.0,42,070400000,ST,0
5572,30129001,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300269522.0,0.0,1.0,999,0,ST,0
5766,00120111,706985,,0,,,,F,,708,708.0,Z010,Y2,280.0,1411.0,1,E13,2100,,5300359321.0,0.0,1.0,42,070400000,ST,0
5156,00385331,703001,,0,,,,F,,203,203.0,Z001,Y2,,,1,E11,2000,,5300124259.0,0.0,1.0,140,140200000,ST,0
733,00121098,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300202622.0,0.0,1.0,42,70400000,ST,0
3526,00340475UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300209840.0,0.0,1.0,28,10103000,ST,0
568,23779203,700151,,0,,,,F,,233,233.0,Z011,Y4,,,100,E13,2000,,5300071369.0,0.0,1.0,42,060200000,ST,0
9187,36020396,1900,,0,,,,F,,219,219.0,Z001,Z7,,,1,,2100,,5300135949.0,0.0,1.0,5,010502000,ST,0
2922,27033015UB,2100,,0,,,,F,41.0,223,223.0,Z001,Z7,,,1,,2901,2901.0,5300548734.0,0.0,1.0,42,10102000,ST,0
7911,00371021,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,350.0,859.0,100,,3000,3000.0,5300213297.0,0.0,1.0,56,140300000,ST,0
1558,00120583,700222,,0,,,,F,,208,208.0,Z011,Y3,,,1,E11,2000,,5300009431.0,0.0,1.0,14,070400000,ST,0
101,23333700UB,2000,,0,,,,F,40.0,223,223.0,Z012,Y9,,,1,E13,3000,3000.0,5300233261.0,0.0,1.0,42,10402000,ST,0
3007,33337501,700092,,0,,,,F,30.0,215,215.0,Z006,Y4,,,1,E11,2000,,5300045816.0,3.0,10.0,84,080300000,ST,0
7201,34716400UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300070272.0,0.0,1.0,42,10401000,ST,0
303,23461508UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,2000,,5300190288.0,0.0,1.0,30,10102000,ST,0
